Success: False
x_pos,y_pos,x_vel,y_vel,x_thrust,y_thrust,rotation,engine,x_target,y_target,fuel,key
135.0,150.0,0,0,0,0,0,False,759.7510940806268,980,100,p
135.0,150.01,0,0.01,0,0,0,False,759.7510940806268,980,100,p
135.0,150.03,0,0.02,0,0,0,False,759.7510940806268,980,100,p
135.0,150.06,0,0.03,0,0,0,False,759.7510940806268,980,100,p
135.0,150.10000000000002,0,0.04,0,0,0,False,759.7510940806268,980,100,p
135.0,150.15,0,0.05,0,0,0,False,759.7510940806268,980,100,p
135.0,150.21,0,0.060000000000000005,0,0,0,False,759.7510940806268,980,100,p
135.0,150.28,0,0.07,0,0,0,False,759.7510940806268,980,100,p
135.0,150.36,0,0.08,0,0,0,False,759.7510940806268,980,100,p
135.0,150.45,0,0.09,0,0,0,False,759.7510940806268,980,100,p
135.0,150.55,0,0.09999999999999999,0,0,0,False,759.7510940806268,980,100,p
135.0,150.66,0,0.10999999999999999,0,0,0,False,759.7510940806268,980,100,p
135.0,150.78,0,0.11999999999999998,0,0,0,False,759.7510940806268,980,100,p
135.0,150.91,0,0.12999999999999998,0,0,0,False,759.7510940806268,980,100,p
135.0,151.05,0,0.13999999999999999,0,0,0,False,759.7510940806268,980,100,p
135.0,151.2,0,0.15,0,0,0,False,759.7510940806268,980,100,p
135.0,151.36,0,0.16,0,0,0,False,759.7510940806268,980,100,p
135.0,151.53,0,0.17,0,0,0,False,759.7510940806268,980,100,p
135.0,151.71,0,0.18000000000000002,0,0,0,False,759.7510940806268,980,100,p
135.0,151.9,0,0.19000000000000003,0,0,0,False,759.7510940806268,980,100,p
135.0,152.10000000000002,0,0.20000000000000004,0,0,0,False,759.7510940806268,980,100,p
135.0,152.31,0,0.21000000000000005,0,0,0,False,759.7510940806268,980,100,p
135.0,152.53,0,0.22000000000000006,0,0,0,False,759.7510940806268,980,100,p
135.0,152.76,0,0.23000000000000007,0,0,0,False,759.7510940806268,980,100,p
135.0,153.0,0,0.24000000000000007,0,0,0,False,759.7510940806268,980,100,p
135.0,153.25,0,0.25000000000000006,0,0,0,False,759.7510940806268,980,100,p
135.0,153.51,0,0.26000000000000006,0,0,0,False,759.7510940806268,980,100,p
135.0,153.78,0,0.2700000000000001,0,0,0,False,759.7510940806268,980,100,p
135.0,154.06,0,0.2800000000000001,0,0,0,False,759.7510940806268,980,100,p
135.0,154.35000000000002,0,0.2900000000000001,0,0,0,False,759.7510940806268,980,100,p
135.0,154.65,0,0.3000000000000001,0,0,0,False,759.7510940806268,980,100,p
135.0,154.96,0,0.3100000000000001,0,0,0,False,759.7510940806268,980,100,p
135.0,155.28,0,0.3200000000000001,0,0,0,False,759.7510940806268,980,100,p
135.0,155.61,0,0.3300000000000001,0,0,0,False,759.7510940806268,980,100,p
135.0,155.95,0,0.34000000000000014,0,0,0,False,759.7510940806268,980,100,p
135.0,156.3,0,0.35000000000000014,0,0,0,False,759.7510940806268,980,100,p
135.0,156.66,0,0.36000000000000015,0,0,0,False,759.7510940806268,980,100,p
135.0,157.03,0,0.37000000000000016,0,0,0,False,759.7510940806268,980,100,p
135.0,157.41,0,0.38000000000000017,0,0,0,False,759.7510940806268,980,100,p
135.0,157.8,0,0.3900000000000002,0,0,0,False,759.7510940806268,980,100,p
135.0,158.2,0,0.4000000000000002,0,0,0,False,759.7510940806268,980,100,p
135.0,158.61,0,0.4100000000000002,0,0,0,False,759.7510940806268,980,100,p
135.0,159.03,0,0.4200000000000002,0,0,0,False,759.7510940806268,980,100,p
135.0,159.46,0,0.4300000000000002,0,0,0,False,759.7510940806268,980,100,p
135.0,159.9,0,0.4400000000000002,0,0,0,False,759.7510940806268,980,100,p
135.0,160.35000000000002,0,0.45000000000000023,0,0,0,False,759.7510940806268,980,100,p
135.0,160.81,0,0.46000000000000024,0,0,0,False,759.7510940806268,980,100,p
135.0,161.28,0,0.47000000000000025,0,0,0,False,759.7510940806268,980,100,p
135.0,161.76,0,0.48000000000000026,0,0,0,False,759.7510940806268,980,100,p
135.0,162.25,0,0.49000000000000027,0,0,0,False,759.7510940806268,980,100,p
135.0,162.75,0,0.5000000000000002,0,0,0,False,759.7510940806268,980,100,p
135.0,163.26,0,0.5100000000000002,0,0,0,False,759.7510940806268,980,100,p
135.0,163.78,0,0.5200000000000002,0,0,0,False,759.7510940806268,980,100,p
135.0,164.31,0,0.5300000000000002,0,0,0,False,759.7510940806268,980,100,p
135.0,164.85000000000002,0,0.5400000000000003,0,0,0,False,759.7510940806268,980,100,p
135.0,165.4,0,0.5500000000000003,0,0,0,False,759.7510940806268,980,100,p
135.0,165.96,0,0.5600000000000003,0,0,0,False,759.7510940806268,980,100,p
135.0,166.53,0,0.5700000000000003,0,0,0,False,759.7510940806268,980,100,p
135.0,167.11,0,0.5800000000000003,0,0,0,False,759.7510940806268,980,100,p
135.0,167.7,0,0.5900000000000003,0,0,0,False,759.7510940806268,980,100,p
135.0,168.3,0,0.6000000000000003,0,0,0,False,759.7510940806268,980,100,p
135.0,168.91,0,0.6100000000000003,0,0,0,False,759.7510940806268,980,100,p
135.0,169.53,0,0.6200000000000003,0,0,0,False,759.7510940806268,980,100,p
135.0,170.16,0,0.6300000000000003,0,0,0,False,759.7510940806268,980,100,p
135.0,170.8,0,0.6400000000000003,0,0,0,False,759.7510940806268,980,100,p
135.0,171.45,0,0.6500000000000004,0,0,0,False,759.7510940806268,980,100,p
135.0,172.11,0,0.6600000000000004,0,0,0,False,759.7510940806268,980,100,p
135.0,172.78,0,0.6700000000000004,0,0,0,False,759.7510940806268,980,100,p
135.0,173.46,0,0.6800000000000004,0,0,0,False,759.7510940806268,980,100,p
135.0,174.15,0,0.6900000000000004,0,0,0,False,759.7510940806268,980,100,p
135.0,174.85000000000002,0,0.7000000000000004,0,0,0,False,759.7510940806268,980,100,p
135.0,175.56,0,0.7100000000000004,0,0,0,False,759.7510940806268,980,100,p
135.0,176.28,0,0.7200000000000004,0,0,0,False,759.7510940806268,980,100,p
135.0,177.01,0,0.7300000000000004,0,0,0,False,759.7510940806268,980,100,p
135.0,177.75,0,0.7400000000000004,0,0,0,False,759.7510940806268,980,100,p
